0.000000000000000000e+00,6.219999999999999973e-01,3.069999999999999951e-01,-4.490000000000000102e-01,-5.639999999999999458e-01,0.000000000000000000e+00,3.529999999999999805e+00,3.529999999999999805e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,6.240653872120246470e-01,3.032189251155653631e-01,-4.486300136717619180e-01,-5.633220985977218653e-01,-5.534199189624498458e-03,3.530312391765980884e+00,3.529621510978025345e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,6.263796405125704458e-01,2.995616405418269901e-01,-4.484359269111626300e-01,-5.628646275282884748e-01,-1.106922950225370204e-02,3.530593921306437899e+00,3.529271674740095399e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,6.286847415157527097e-01,2.959008896905434005e-01,-4.482315723321121936e-01,-5.623936493509670287e-01,-1.660507306309301490e-02,3.530844593989334257e+00,3.528950498694436000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,6.309806411298127804e-01,2.922367416236859583e-01,-4.480170019891914213e-01,-5.619091414928203410e-01,-2.214171200590225527e-02,3.531064414545501240e+00,3.528657989418972463e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,6.332672901634017748e-01,2.885692652648556566e-01,-4.477922682560848688e-01,-5.614110818675330794e-01,-2.767912847957694142e-02,3.531253387064052784e+00,3.528394152656063820e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-01,6.355446393325423493e-01,2.848985293901149518e-01,-4.475574238157394302e-01,-5.608994488804900369e-01,-3.321730464584261855e-02,3.531411514991135814e+00,3.528158993311767411e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.999999999999999556e-01,6.378126392620362406e-01,2.812246026265858290e-01,-4.473125216562854889e-01,-5.603742214311876468e-01,-3.875622267493158274e-02,3.531538801129384897e+00,3.527952515455955229e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.999999999999999334e-01,6.400712404872436201e-01,2.775475534505799091e-01,-4.470576150665456217e-01,-5.598353789157406446e-01,-4.429586474138272334e-02,3.531635247637488373e+00,3.527774722322432943e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.999999999999999112e-01,6.423203934548117333e-01,2.738674501872157552e-01,-4.467927576326596317e-01,-5.592829012288971224e-01,-4.983621301945564963e-02,3.531700856029902358e+00,3.527625616309142398e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999999998890e-01,6.445600485237209520e-01,2.701843610096397730e-01,-4.465180032343777916e-01,-5.587167687661570570e-01,-5.537724967865050724e-02,3.531735627176646908e+00,3.527505198978330814e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.099999999999999867e+00,6.467901559653945753e-01,2.664983539395656131e-01,-4.462334060423864268e-01,-5.581369624255084760e-01,-6.091895687888390643e-02,3.531739561303179453e+00,3.527413471056694227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e+00,6.490106659652662424e-01,2.628094968458601355e-01,-4.459390205140631447e-01,-5.575434636097040819e-01,-6.646131676617954287e-02,3.531712657990338400e+00,3.527350432435468974e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e+00,6.512215286230708111e-01,2.591178574449062300e-01,-4.456349013906352741e-01,-5.569362542280319461e-01,-7.200431146789446069e-02,3.531654916174356895e+00,3.527316082170492528e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
